date,language,totalDownloads
1/3/2016,English,2052
1/2/2016,English,171
1/2/2016,English,107
1/2/2016,English,917
1/2/2016,English,1286
1/1/2016,English,135
1/1/2016,English,217
1/1/2016,English,316
1/1/2016,English,884
1/12/2015,English,240
1/12/2015,English,108
1/12/2015,English,1076
1/12/2015,English,628
1/11/2015,English,785
1/11/2015,English,204
1/11/2015,English,443
1/11/2015,English,1281
1/10/2015,English,719
1/10/2015,English,311
1/10/2015,English,448
1/10/2015,English,1010
1/9/2015,English,663
1/9/2015,English,86
1/9/2015,English,390
1/9/2015,English,834
1/8/2015,English,755
1/8/2015,English,133
1/8/2015,English,299
1/8/2015,English,1004
1/7/2015,English,400
1/7/2015,English,127
1/7/2015,English,123
1/7/2015,English,455
1/6/2015,English,215
1/6/2015,English,310
1/6/2015,English,229
1/6/2015,English,1316
1/5/2015,English,319
1/5/2015,English,104
1/5/2015,English,251
1/5/2015,English,790
1/4/2015,English,94
1/4/2015,English,69
1/4/2015,English,267
1/4/2015,English,1245
1/3/2015,English,116
1/3/2015,English,86
1/3/2015,English,857
1/3/2015,English,1749
1/2/2015,English,36
1/2/2015,English,77
1/2/2015,English,260
1/2/2015,English,950
1/1/2015,English,40
1/1/2015,English,275
1/1/2015,English,207
1/1/2015,English,870
1/12/2014,English,534
1/12/2014,English,25
1/12/2014,English,670
1/12/2014,English,1030
1/11/2014,English,78
1/11/2014,English,496
1/11/2014,English,113
1/11/2014,English,1346
1/10/2014,English,40
1/10/2014,English,183
1/10/2014,English,432
1/10/2014,English,1361
1/9/2014,English,56
1/9/2014,English,88
1/9/2014,English,108
1/9/2014,English,930
1/8/2014,English,48
1/8/2014,English,58
1/8/2014,English,495
1/8/2014,English,1298
1/7/2014,English,609
1/7/2014,English,61
1/7/2014,English,225
1/7/2014,English,649
1/6/2014,English,66
1/6/2014,English,55
1/6/2014,English,106
1/6/2014,English,443
1/5/2014,English,336
1/5/2014,English,153
1/5/2014,English,189
1/5/2014,English,421
1/4/2014,English,404
1/4/2014,English,200
1/4/2014,English,65
1/4/2014,English,2695
1/3/2014,English,302
1/3/2014,English,343
1/3/2014,English,137
1/3/2014,English,9608
1/2/2014,English,160
1/2/2014,English,140
1/2/2014,English,198
1/2/2014,English,1837
1/1/2014,English,49
1/1/2014,English,190
1/1/2014,English,230
1/1/2014,English,838
1/12/2013,English,92
1/12/2013,English,33
1/12/2013,English,166
1/12/2013,English,806
1/11/2013,English,193
1/11/2013,English,116
1/11/2013,English,328
1/11/2013,English,559
1/10/2013,English,8
1/10/2013,English,76
1/10/2013,English,37
1/10/2013,English,447
1/9/2013,English,2
1/9/2013,English,1
1/12/2024,French,86
1/12/2024,French,32
1/12/2024,French,1
1/12/2024,French,7
1/12/2024,French,461
1/12/2024,French,15
1/12/2024,French,1
1/12/2024,French,30
1/11/2024,French,77
1/11/2024,French,11
1/11/2024,French,626
1/11/2024,French,2
1/11/2024,French,19
1/10/2024,French,105
1/10/2024,French,14
1/10/2024,French,678
1/10/2024,French,6
1/10/2024,French,4
1/10/2024,French,2
1/10/2024,French,9
1/9/2024,French,47
1/9/2024,French,29
1/9/2024,French,702
1/9/2024,French,6
1/9/2024,French,2
1/9/2024,French,1
1/9/2024,French,6
1/9/2024,French,6
1/8/2024,French,93
1/8/2024,French,7
1/8/2024,French,43
1/8/2024,French,458
1/8/2024,French,122
1/8/2024,French,3
1/8/2024,French,5
1/8/2024,French,3
1/7/2024,French,109
1/7/2024,French,2
1/7/2024,French,66
1/7/2024,French,374
1/7/2024,French,14
1/7/2024,French,13
1/7/2024,French,1
1/7/2024,French,14
1/6/2024,French,65
1/6/2024,French,20
1/6/2024,French,1
1/6/2024,French,59
1/6/2024,French,786
1/6/2024,French,3
1/6/2024,French,7
1/6/2024,French,14
1/5/2024,French,46
1/5/2024,French,6
1/5/2024,French,5
1/5/2024,French,428
1/5/2024,French,1
1/5/2024,French,3
1/5/2024,French,5
1/4/2024,French,91
1/4/2024,French,14
1/4/2024,French,6
1/4/2024,French,524
1/4/2024,French,2
1/4/2024,French,5
1/4/2024,French,31
1/3/2024,French,73
1/3/2024,French,9
1/3/2024,French,6
1/3/2024,French,3054
1/3/2024,French,3
1/3/2024,French,5
1/3/2024,French,1
1/2/2024,French,116
1/2/2024,French,10
1/2/2024,French,56
1/2/2024,French,1418
1/2/2024,French,2
1/2/2024,French,2
1/2/2024,French,1
1/2/2024,French,10
1/1/2024,French,211
1/1/2024,French,35
1/1/2024,French,10
1/1/2024,French,788
1/1/2024,French,4
1/1/2024,French,1
1/1/2024,French,11
1/12/2023,French,23
1/12/2023,French,11
1/12/2023,French,3
1/12/2023,French,13
1/12/2023,French,344
1/12/2023,French,3
1/12/2023,French,1
1/12/2023,French,1
1/12/2023,French,4
1/12/2023,French,8
1/11/2023,French,84
1/11/2023,French,8
1/11/2023,French,4436
1/11/2023,French,22
1/11/2023,French,2
1/11/2023,French,11
1/10/2023,French,66
1/10/2023,French,8
1/10/2023,French,3
1/10/2023,French,2076
1/10/2023,French,10
1/10/2023,French,6
1/10/2023,French,6
1/9/2023,French,72
1/9/2023,French,12
1/9/2023,French,43
1/9/2023,French,527
1/9/2023,French,12
1/9/2023,French,1
1/9/2023,French,8
1/9/2023,French,18
1/8/2023,French,52
1/8/2023,French,1
1/8/2023,French,1
1/8/2023,French,417
1/8/2023,French,2
1/8/2023,French,3
1/8/2023,French,3
1/8/2023,French,15
1/7/2023,French,98
1/7/2023,French,2
1/7/2023,French,1
1/7/2023,French,750
1/7/2023,French,2
1/7/2023,French,15
1/7/2023,French,15
1/7/2023,French,3
1/6/2023,French,36
1/6/2023,French,12
1/6/2023,French,503
1/6/2023,French,6
1/6/2023,French,10
1/5/2023,French,64
1/5/2023,French,26
1/5/2023,French,2
1/5/2023,French,15
1/5/2023,French,9198
1/5/2023,French,1
1/5/2023,French,2
1/5/2023,French,7
1/4/2023,French,42
1/4/2023,French,2
1/4/2023,French,7
1/4/2023,French,711
1/4/2023,French,3
1/4/2023,French,13
1/4/2023,French,8
1/3/2023,French,124
1/3/2023,French,31
1/3/2023,French,6
1/3/2023,French,16
1/3/2023,French,891
1/3/2023,French,2
1/3/2023,French,13
1/3/2023,French,1
1/3/2023,French,21
1/2/2023,French,438
1/2/2023,French,18
1/2/2023,French,1545
1/2/2023,French,5
1/2/2023,French,11
1/2/2023,French,2
1/2/2023,French,2
1/2/2023,French,42
1/1/2023,French,363
1/1/2023,French,3
1/1/2023,French,22
1/1/2023,French,544
1/1/2023,French,17
1/12/2022,French,84
1/12/2022,French,24
1/12/2022,French,3
1/12/2022,French,388
1/12/2022,French,1
1/12/2022,French,1
1/12/2022,French,1
1/12/2022,French,5
1/11/2022,French,71
1/11/2022,French,5
1/11/2022,French,4
1/11/2022,French,511
1/11/2022,French,1
1/11/2022,French,19
1/11/2022,French,2
1/11/2022,French,1
1/10/2022,French,105
1/10/2022,French,2
1/10/2022,French,19
1/10/2022,French,461
1/10/2022,French,11
1/10/2022,French,12
1/10/2022,French,4
1/10/2022,French,3
1/9/2022,French,58
1/9/2022,French,1
1/9/2022,French,2
1/9/2022,French,447
1/9/2022,French,15
1/9/2022,French,2
1/8/2022,French,32
1/8/2022,French,15
1/8/2022,French,301
1/8/2022,French,1
1/8/2022,French,3
1/8/2022,French,5
1/7/2022,French,100
1/7/2022,French,17
1/7/2022,French,296
1/7/2022,French,2
1/7/2022,French,1
1/7/2022,French,7
1/6/2022,French,103
1/6/2022,French,2
1/6/2022,French,3
1/6/2022,French,19
1/6/2022,French,258
1/6/2022,French,6
1/6/2022,French,5
1/6/2022,French,9
1/6/2022,French,3
1/6/2022,French,16
1/5/2022,French,111
1/5/2022,French,4
1/5/2022,French,1
1/5/2022,French,44
1/5/2022,French,637
1/5/2022,French,2
1/5/2022,French,1
1/5/2022,French,5
1/4/2022,French,131
1/4/2022,French,1
1/4/2022,French,561
1/4/2022,French,6
1/4/2022,French,13
1/3/2022,French,73
1/3/2022,French,4
1/3/2022,French,387
1/3/2022,French,11
1/3/2022,French,2
1/3/2022,French,1
1/3/2022,French,3
1/2/2022,French,51
1/2/2022,French,4
1/2/2022,French,433
1/2/2022,French,1
1/2/2022,French,6
1/2/2022,French,2
1/2/2022,French,1
1/1/2022,French,42
1/1/2022,French,1
1/1/2022,French,554
1/1/2022,French,2
1/1/2022,French,8
1/1/2022,French,7
1/12/2021,French,55
1/12/2021,French,6
1/12/2021,French,8
1/12/2021,French,181
1/12/2021,French,4
1/12/2021,French,15
1/12/2021,French,3
1/11/2021,French,76
1/11/2021,French,30
1/11/2021,French,357
1/11/2021,French,14
1/11/2021,French,4
1/11/2021,French,7
1/10/2021,French,49
1/10/2021,French,3
1/10/2021,French,10
1/10/2021,French,371
1/10/2021,French,4
1/10/2021,French,2
1/10/2021,French,1
1/9/2021,French,27
1/9/2021,French,5
1/9/2021,French,294
1/9/2021,French,1
1/9/2021,French,1
1/9/2021,French,1
1/9/2021,French,1
1/8/2021,French,36
1/8/2021,French,1
1/8/2021,French,235
1/8/2021,French,10
1/7/2021,French,102
1/7/2021,French,3
1/7/2021,French,211
1/7/2021,French,2
1/7/2021,French,8
1/7/2021,French,1
1/7/2021,French,9
1/6/2021,French,112
1/6/2021,French,4
1/6/2021,French,3
1/6/2021,French,378
1/6/2021,French,2
1/6/2021,French,5
1/6/2021,French,2
1/6/2021,French,4
1/5/2021,French,30
1/5/2021,French,1
1/5/2021,French,255
1/5/2021,French,1
1/5/2021,French,8
1/5/2021,French,9
1/5/2021,French,1
1/4/2021,French,29
1/4/2021,French,3
1/4/2021,French,14
1/4/2021,French,335
1/4/2021,French,14
1/4/2021,French,4
1/4/2021,French,1
1/3/2021,French,77
1/3/2021,French,4
1/3/2021,French,6
1/3/2021,French,1274
1/3/2021,French,6
1/3/2021,French,4
1/3/2021,French,5
1/2/2021,French,120
1/2/2021,French,24
1/2/2021,French,425
1/2/2021,French,3
1/2/2021,French,2
1/2/2021,French,3
1/1/2021,French,56
1/1/2021,French,1
1/1/2021,French,409
1/1/2021,French,1
1/12/2020,French,148
1/12/2020,French,4
1/12/2020,French,11
1/12/2020,French,354
1/12/2020,French,13
1/12/2020,French,9
1/11/2020,French,31
1/11/2020,French,1
1/11/2020,French,3
1/11/2020,French,445
1/11/2020,French,6
1/11/2020,French,14
1/11/2020,French,2
1/10/2020,French,88
1/10/2020,French,2
1/10/2020,French,9
1/10/2020,French,430
1/10/2020,French,2
1/10/2020,French,2
1/10/2020,French,7
1/9/2020,French,131
1/9/2020,French,1
1/9/2020,French,5
1/9/2020,French,203
1/9/2020,French,1
1/9/2020,French,1
1/8/2020,French,37
1/8/2020,French,2
1/8/2020,French,1
1/8/2020,French,19
1/8/2020,French,70
1/8/2020,French,1
1/8/2020,French,7
1/8/2020,French,1
1/8/2020,French,6
1/7/2020,French,81
1/7/2020,French,29
1/7/2020,French,178
1/7/2020,French,16
1/7/2020,French,27
1/6/2020,French,47
1/6/2020,French,27
1/6/2020,French,173
1/6/2020,French,1
1/6/2020,French,2
1/6/2020,French,1
1/6/2020,French,1
1/5/2020,French,76
1/5/2020,French,4
1/5/2020,French,32
1/5/2020,French,294
1/5/2020,French,15
1/5/2020,French,1
1/5/2020,French,3
1/4/2020,French,288
1/4/2020,French,6
1/4/2020,French,241
1/4/2020,French,11
1/4/2020,French,2
1/4/2020,French,2
1/3/2020,French,107
1/3/2020,French,4
1/3/2020,French,7397
1/3/2020,French,4
1/3/2020,French,5
1/3/2020,French,21
1/3/2020,French,2
1/2/2020,French,86
1/2/2020,French,244
1/2/2020,French,2
1/2/2020,French,4
1/2/2020,French,3
1/1/2020,French,38
1/1/2020,French,6
1/1/2020,French,251
1/1/2020,French,1
1/12/2019,French,86
1/12/2019,French,1
1/12/2019,French,178
1/12/2019,French,19
1/12/2019,French,1
1/12/2019,French,11
1/11/2019,French,165
1/11/2019,French,5
1/11/2019,French,249
1/11/2019,French,2
1/11/2019,French,3
1/11/2019,French,3
1/11/2019,French,3
1/10/2019,French,49
1/10/2019,French,12
1/10/2019,French,248
1/10/2019,French,4
1/10/2019,French,15
1/10/2019,French,5
1/10/2019,French,4
1/9/2019,French,63
1/9/2019,French,5
1/9/2019,French,8
1/9/2019,French,161
1/9/2019,French,7
1/8/2019,French,71
1/8/2019,French,131
1/8/2019,French,99
1/8/2019,French,2
1/8/2019,French,11
1/7/2019,French,116
1/7/2019,French,30
1/7/2019,French,285
1/7/2019,French,3
1/7/2019,French,2
1/7/2019,French,20
1/7/2019,French,3
1/6/2019,French,112
1/6/2019,French,12
1/6/2019,French,278
1/6/2019,French,3
1/6/2019,French,2
1/5/2019,French,67
1/5/2019,French,20
1/5/2019,French,18
1/5/2019,French,195
1/5/2019,French,2
1/5/2019,French,71
1/5/2019,French,2
1/4/2019,French,117
1/4/2019,French,7
1/4/2019,French,178
1/4/2019,French,1
1/3/2019,French,86
1/3/2019,French,2
1/3/2019,French,147
1/3/2019,French,11
1/3/2019,French,61
1/2/2019,French,71
1/2/2019,French,4
1/2/2019,French,154
1/2/2019,French,9
1/2/2019,French,6
1/2/2019,French,2
1/1/2019,French,102
1/1/2019,French,8
1/1/2019,French,130
1/1/2019,French,5
1/1/2019,French,2
1/12/2018,French,26
1/12/2018,French,253
1/12/2018,French,133
1/12/2018,French,1
1/12/2018,French,4
1/12/2018,French,4
1/12/2018,French,3
1/11/2018,French,18
1/11/2018,French,1
1/11/2018,French,132
1/11/2018,French,139
1/11/2018,French,1
1/11/2018,French,1
1/10/2018,French,12
1/10/2018,French,80
1/10/2018,French,1
1/9/2018,French,62
1/9/2018,French,3
1/9/2018,French,104
1/9/2018,French,3
1/9/2018,French,4
1/8/2018,French,21
1/8/2018,French,5
1/8/2018,French,50
1/8/2018,French,1
1/8/2018,French,1
1/7/2018,French,153
1/7/2018,French,3
1/7/2018,French,139
1/7/2018,French,21
1/7/2018,French,6
1/7/2018,French,2
1/6/2018,French,41
1/6/2018,French,15
1/6/2018,French,152
1/6/2018,French,4
1/6/2018,French,1
1/6/2018,French,1
1/5/2018,French,33
1/5/2018,French,4
1/5/2018,French,210
1/5/2018,French,1
1/5/2018,French,15
1/5/2018,French,10
1/4/2018,French,18
1/4/2018,French,4
1/4/2018,French,128
1/4/2018,French,9
1/4/2018,French,5
1/3/2018,French,30
1/3/2018,French,12
1/3/2018,French,196
1/3/2018,French,1
1/2/2018,French,50
1/2/2018,French,2
1/2/2018,French,21
1/2/2018,French,114
1/2/2018,French,5
1/1/2018,French,44
1/1/2018,French,281
1/1/2018,French,2
1/1/2018,French,1
1/12/2017,French,44
1/12/2017,French,102
1/12/2017,French,1
1/12/2017,French,1
1/11/2017,French,228
1/11/2017,French,1
1/11/2017,French,81
1/11/2017,French,3
1/10/2017,French,53
1/10/2017,French,1
1/10/2017,French,84
1/10/2017,French,1
1/9/2017,French,7
1/9/2017,French,14
1/9/2017,French,50
1/9/2017,French,1
1/8/2017,French,23
1/8/2017,French,22
1/8/2017,French,3
1/8/2017,French,3
1/7/2017,French,22
1/7/2017,French,7
1/7/2017,French,50
1/7/2017,French,15
1/7/2017,French,4
1/7/2017,French,2
1/6/2017,French,25
1/6/2017,French,1
1/6/2017,French,55
1/6/2017,French,1
1/6/2017,French,2
1/5/2017,French,4
1/5/2017,French,42
1/5/2017,French,1
1/4/2017,French,9
1/4/2017,French,84
1/4/2017,French,1
1/3/2017,French,42
1/3/2017,French,98
1/3/2017,French,2
1/3/2017,French,5
1/2/2017,French,17
1/2/2017,French,88
1/2/2017,French,1
1/1/2017,French,30
1/1/2017,French,5
1/1/2017,French,131
1/1/2017,French,1
1/1/2017,French,13
1/1/2017,French,2
1/12/2016,French,41
1/12/2016,French,28
1/12/2016,French,55
1/12/2016,French,3
1/12/2016,French,1
1/11/2016,French,21
1/11/2016,French,82
1/11/2016,French,4
1/11/2016,French,6
1/11/2016,French,143
1/10/2016,French,96
1/10/2016,French,61
1/10/2016,French,10
1/10/2016,French,11
1/9/2016,French,10
1/9/2016,French,63
1/9/2016,French,89
1/8/2016,French,49
1/8/2016,French,40
1/8/2016,French,19
1/8/2016,French,5
1/8/2016,French,1
1/7/2016,French,8
1/7/2016,French,31
1/7/2016,French,17
1/6/2016,French,29
1/6/2016,French,5
1/6/2016,French,38
1/5/2016,French,15
1/5/2016,French,3
1/5/2016,French,117
1/5/2016,French,1
1/4/2016,French,34
1/4/2016,French,5
1/4/2016,French,187
1/4/2016,French,10
1/3/2016,French,14
1/3/2016,French,4
1/3/2016,French,434
1/2/2016,French,10
1/2/2016,French,1
1/2/2016,French,177
1/1/2016,French,13
1/1/2016,French,80
1/12/2015,French,2
1/12/2015,French,2
1/12/2015,French,3
1/12/2015,French,50
1/11/2015,French,28
1/11/2015,French,1
1/11/2015,French,37
1/11/2015,French,23
1/10/2015,French,14
1/10/2015,French,2
1/10/2015,French,71
1/9/2015,French,11
1/9/2015,French,85
1/9/2015,French,1
1/9/2015,French,21
1/8/2015,French,13
1/8/2015,French,70
1/7/2015,French,24
1/7/2015,French,42
1/7/2015,French,7
1/7/2015,French,1
1/6/2015,French,38
1/6/2015,French,150
1/6/2015,French,1
1/6/2015,French,9
1/5/2015,French,65
1/5/2015,French,878
1/5/2015,French,2
1/4/2015,French,22
1/4/2015,French,185
1/4/2015,French,6
1/3/2015,French,31
1/3/2015,French,122
1/3/2015,French,1
1/2/2015,French,5
1/2/2015,French,2
1/2/2015,French,71
1/2/2015,French,5
1/1/2015,French,60
1/1/2015,French,4
1/1/2015,French,168
1/12/2014,French,2
1/12/2014,French,1
1/12/2014,French,43
1/12/2014,French,9
1/11/2014,French,3
1/11/2014,French,1
1/11/2014,French,49
1/11/2014,French,4
1/11/2014,French,1
1/11/2014,French,1
1/10/2014,French,18
1/10/2014,French,1
1/10/2014,French,93
1/9/2014,French,17
1/9/2014,French,24
1/8/2014,French,1
1/8/2014,French,1
1/8/2014,French,31
1/7/2014,French,6
1/7/2014,French,1
1/7/2014,French,36
1/7/2014,French,6
1/6/2014,French,4
1/6/2014,French,58
1/6/2014,French,1
1/6/2014,French,18
1/5/2014,French,2
1/5/2014,French,90
1/4/2014,French,52
1/4/2014,French,1
1/3/2014,French,60
1/3/2014,French,1
1/2/2014,French,1
1/2/2014,French,33
1/1/2014,French,11
1/1/2014,French,48
1/1/2014,French,1
1/1/2014,French,2
1/12/2013,French,3
1/12/2013,French,15
1/12/2013,French,6
1/12/2013,French,3
1/11/2013,French,19
1/11/2013,French,57
1/10/2013,French,6
1/10/2013,French,27
1/12/2024,Japanese,5334
1/11/2024,Japanese,2107
1/10/2024,Japanese,112
1/9/2024,Japanese,265
1/8/2024,Japanese,678
1/7/2024,Japanese,3075
1/6/2024,Japanese,777
1/5/2024,Japanese,241
1/4/2024,Japanese,254
1/3/2024,Japanese,330
1/2/2024,Japanese,1121
1/1/2024,Japanese,282
1/12/2023,Japanese,111
1/11/2023,Japanese,2136
1/10/2023,Japanese,332
1/9/2023,Japanese,185
1/8/2023,Japanese,25223
1/7/2023,Japanese,31699
1/6/2023,Japanese,22537
1/5/2023,Japanese,25795
1/4/2023,Japanese,32263
1/3/2023,Japanese,31829
1/2/2023,Japanese,7291
1/1/2023,Japanese,1797
1/12/2022,Japanese,28325
1/11/2022,Japanese,3568
1/10/2022,Japanese,35424
1/9/2022,Japanese,1026
1/8/2022,Japanese,338
1/7/2022,Japanese,10434
1/6/2022,Japanese,17386
1/5/2022,Japanese,22724
1/4/2022,Japanese,6717
1/3/2022,Japanese,489
1/2/2022,Japanese,139
1/1/2022,Japanese,230
1/12/2021,Japanese,218
1/11/2021,Japanese,522
1/10/2021,Japanese,143
1/9/2021,Japanese,79
1/8/2021,Japanese,45
1/7/2021,Japanese,136
1/6/2021,Japanese,196
1/5/2021,Japanese,161
1/4/2021,Japanese,116
1/3/2021,Japanese,45
1/2/2021,Japanese,101
1/1/2021,Japanese,177
1/12/2020,Japanese,87
1/11/2020,Japanese,283
1/10/2020,Japanese,220
1/9/2020,Japanese,41
1/8/2020,Japanese,52
1/7/2020,Japanese,145
1/6/2020,Japanese,113
1/5/2020,Japanese,312
1/4/2020,Japanese,62
1/3/2020,Japanese,63
1/2/2020,Japanese,55
1/1/2020,Japanese,70
1/12/2019,Japanese,49
1/11/2019,Japanese,24
1/10/2019,Japanese,95
1/9/2019,Japanese,44
1/8/2019,Japanese,168
1/7/2019,Japanese,64
1/6/2019,Japanese,46
1/5/2019,Japanese,91
1/4/2019,Japanese,53
1/3/2019,Japanese,84
1/2/2019,Japanese,19
1/1/2019,Japanese,29
1/12/2018,Japanese,71
1/11/2018,Japanese,73
1/10/2018,Japanese,33
1/9/2018,Japanese,23
1/8/2018,Japanese,18
1/7/2018,Japanese,42
1/6/2018,Japanese,30
1/5/2018,Japanese,31
1/4/2018,Japanese,25
1/3/2018,Japanese,86
1/2/2018,Japanese,27
1/1/2018,Japanese,20
1/12/2017,Japanese,22
1/11/2017,Japanese,42
1/10/2017,Japanese,10
1/9/2017,Japanese,23
1/8/2017,Japanese,29
1/7/2017,Japanese,9
1/6/2017,Japanese,8
1/5/2017,Japanese,60
1/4/2017,Japanese,52
1/3/2017,Japanese,30
1/2/2017,Japanese,132
1/1/2017,Japanese,22
1/12/2016,Japanese,140
1/11/2016,Japanese,23
1/10/2016,Japanese,99
1/9/2016,Japanese,109
1/8/2016,Japanese,63
1/7/2016,Japanese,15
1/6/2016,Japanese,37
1/5/2016,Japanese,16
1/4/2016,Japanese,35
1/3/2016,Japanese,36
1/2/2016,Japanese,21
1/1/2016,Japanese,105
1/12/2015,Japanese,14
1/11/2015,Japanese,6
1/10/2015,Japanese,41
1/9/2015,Japanese,20
1/8/2015,Japanese,10
1/7/2015,Japanese,82
1/6/2015,Japanese,11
1/5/2015,Japanese,11
1/4/2015,Japanese,47
1/3/2015,Japanese,16
1/2/2015,Japanese,23
1/1/2015,Japanese,11
1/12/2014,Japanese,9
1/11/2014,Japanese,14
1/10/2014,Japanese,27
1/9/2014,Japanese,21
1/7/2014,Japanese,12
1/6/2014,Japanese,5
1/5/2014,Japanese,6
1/4/2014,Japanese,99
1/3/2014,Japanese,1
1/2/2014,Japanese,46
1/1/2014,Japanese,18
1/12/2013,Japanese,4
1/11/2013,Japanese,35
1/10/2013,Japanese,5
1/12/2024,Polish,207
1/11/2024,Polish,174
1/10/2024,Polish,53
1/9/2024,Polish,48
1/8/2024,Polish,49
1/7/2024,Polish,50
1/6/2024,Polish,76
1/5/2024,Polish,86
1/4/2024,Polish,108
1/3/2024,Polish,108
1/2/2024,Polish,105
1/1/2024,Polish,94
1/12/2023,Polish,108
1/11/2023,Polish,71
1/10/2023,Polish,88
1/9/2023,Polish,50
1/8/2023,Polish,90
1/7/2023,Polish,28
1/6/2023,Polish,53
1/5/2023,Polish,293
1/4/2023,Polish,79
1/3/2023,Polish,99
1/2/2023,Polish,81
1/1/2023,Polish,137
1/12/2022,Polish,69
1/11/2022,Polish,108
1/10/2022,Polish,44
1/9/2022,Polish,47
1/8/2022,Polish,29
1/7/2022,Polish,45
1/6/2022,Polish,125
1/5/2022,Polish,74
1/4/2022,Polish,85
1/3/2022,Polish,32
1/2/2022,Polish,63
1/1/2022,Polish,92
1/12/2021,Polish,70
1/11/2021,Polish,72
1/10/2021,Polish,112
1/9/2021,Polish,63
1/8/2021,Polish,15
1/7/2021,Polish,28
1/6/2021,Polish,22
1/5/2021,Polish,30
1/4/2021,Polish,19
1/3/2021,Polish,95
1/2/2021,Polish,554
1/1/2021,Polish,43
1/12/2020,Polish,387
1/11/2020,Polish,246
1/10/2020,Polish,732
1/9/2020,Polish,20
1/8/2020,Polish,13
1/7/2020,Polish,23
1/6/2020,Polish,61
1/5/2020,Polish,27
1/4/2020,Polish,174
1/3/2020,Polish,77
1/2/2020,Polish,51
1/1/2020,Polish,21
1/12/2019,Polish,15
1/11/2019,Polish,40
1/10/2019,Polish,27
1/9/2019,Polish,20
1/8/2019,Polish,5
1/7/2019,Polish,13
1/6/2019,Polish,24
1/5/2019,Polish,6
1/4/2019,Polish,9
1/3/2019,Polish,35
1/2/2019,Polish,27
1/1/2019,Polish,28
1/12/2018,Polish,47
1/11/2018,Polish,38
1/10/2018,Polish,15
1/9/2018,Polish,27
1/8/2018,Polish,8
1/7/2018,Polish,53
1/6/2018,Polish,8
1/5/2018,Polish,17
1/4/2018,Polish,7
1/3/2018,Polish,45
1/2/2018,Polish,31
1/1/2018,Polish,49
1/12/2017,Polish,7
1/11/2017,Polish,14
1/10/2017,Polish,16
1/9/2017,Polish,19
1/8/2017,Polish,21
1/7/2017,Polish,10
1/5/2017,Polish,4
1/4/2017,Polish,8
1/3/2017,Polish,5
1/2/2017,Polish,9
1/1/2017,Polish,21
1/12/2016,Polish,9
1/11/2016,Polish,15
1/9/2016,Polish,9
1/8/2016,Polish,9
1/7/2016,Polish,3
1/6/2016,Polish,5
1/5/2016,Polish,3
1/4/2016,Polish,51
1/3/2016,Polish,22
1/2/2016,Polish,16
1/1/2016,Polish,6
1/12/2015,Polish,4
1/11/2015,Polish,22
1/10/2015,Polish,11
1/9/2015,Polish,13
1/8/2015,Polish,26
1/7/2015,Polish,20
1/6/2015,Polish,12
1/5/2015,Polish,24
1/4/2015,Polish,19
1/3/2015,Polish,3
1/2/2015,Polish,12
1/1/2015,Polish,36
1/12/2014,Polish,46
1/11/2014,Polish,18
1/10/2014,Polish,14
1/9/2014,Polish,5
1/8/2014,Polish,3
1/7/2014,Polish,4
1/6/2014,Polish,1
1/5/2014,Polish,3
1/3/2014,Polish,48
1/2/2014,Polish,2
1/1/2014,Polish,56
1/12/2013,Polish,12
1/11/2013,Polish,4
1/10/2013,Polish,26
1/12/2024,Portuguese,7
1/12/2024,Portuguese,1405
1/12/2024,Portuguese,2
1/12/2024,Portuguese,17
1/12/2024,Portuguese,474
1/12/2024,Portuguese,1
1/11/2024,Portuguese,1571
1/11/2024,Portuguese,6
1/11/2024,Portuguese,24
1/11/2024,Portuguese,389
1/10/2024,Portuguese,1
1/10/2024,Portuguese,1290
1/10/2024,Portuguese,1
1/10/2024,Portuguese,49
1/10/2024,Portuguese,251
1/9/2024,Portuguese,2
1/9/2024,Portuguese,1858
1/9/2024,Portuguese,1
1/9/2024,Portuguese,64
1/9/2024,Portuguese,298
1/8/2024,Portuguese,2
1/8/2024,Portuguese,2473
1/8/2024,Portuguese,9
1/8/2024,Portuguese,273
1/8/2024,Portuguese,175
1/7/2024,Portuguese,3247
1/7/2024,Portuguese,1
1/7/2024,Portuguese,62
1/7/2024,Portuguese,160
1/6/2024,Portuguese,3179
1/6/2024,Portuguese,8
1/6/2024,Portuguese,24
1/6/2024,Portuguese,201
1/5/2024,Portuguese,1
1/5/2024,Portuguese,2092
1/5/2024,Portuguese,2
1/5/2024,Portuguese,22
1/5/2024,Portuguese,362
1/4/2024,Portuguese,6
1/4/2024,Portuguese,2105
1/4/2024,Portuguese,16
1/4/2024,Portuguese,288
1/3/2024,Portuguese,2
1/3/2024,Portuguese,2560
1/3/2024,Portuguese,18
1/3/2024,Portuguese,246
1/2/2024,Portuguese,2
1/2/2024,Portuguese,1497
1/2/2024,Portuguese,1
1/2/2024,Portuguese,9
1/2/2024,Portuguese,379
1/1/2024,Portuguese,4
1/1/2024,Portuguese,1341
1/1/2024,Portuguese,2
1/1/2024,Portuguese,15
1/1/2024,Portuguese,280
1/12/2023,Portuguese,1167
1/12/2023,Portuguese,10
1/12/2023,Portuguese,187
1/11/2023,Portuguese,1950
1/11/2023,Portuguese,2
1/11/2023,Portuguese,472
1/10/2023,Portuguese,11
1/10/2023,Portuguese,1527
1/10/2023,Portuguese,11
1/10/2023,Portuguese,495
1/9/2023,Portuguese,15
1/9/2023,Portuguese,1708
