date,language,totalDownloads
1/7/2016,Trad_Chinese,12
1/6/2016,Trad_Chinese,15
1/5/2016,Trad_Chinese,33
1/4/2016,Trad_Chinese,26
1/3/2016,Trad_Chinese,5
1/2/2016,Trad_Chinese,2
1/1/2016,Trad_Chinese,4
1/12/2015,Trad_Chinese,6
1/11/2015,Trad_Chinese,2
1/10/2015,Trad_Chinese,2
1/9/2015,Trad_Chinese,37
1/8/2015,Trad_Chinese,9
1/7/2015,Trad_Chinese,14
1/6/2015,Trad_Chinese,2
1/5/2015,Trad_Chinese,11
1/4/2015,Trad_Chinese,55
1/3/2015,Trad_Chinese,7
1/2/2015,Trad_Chinese,1
1/1/2015,Trad_Chinese,12
1/12/2014,Trad_Chinese,4
1/11/2014,Trad_Chinese,5
1/10/2014,Trad_Chinese,2
1/8/2014,Trad_Chinese,1
1/6/2014,Trad_Chinese,1
1/5/2014,Trad_Chinese,48
1/3/2014,Trad_Chinese,4
1/1/2014,Trad_Chinese,15
1/12/2013,Trad_Chinese,4
1/11/2013,Trad_Chinese,21
1/10/2013,Trad_Chinese,1
1/12/2024,Ukrainian,57
1/11/2024,Ukrainian,123
1/10/2024,Ukrainian,132
1/9/2024,Ukrainian,95
1/8/2024,Ukrainian,110
1/7/2024,Ukrainian,77
1/6/2024,Ukrainian,71
1/5/2024,Ukrainian,59
1/4/2024,Ukrainian,82
1/3/2024,Ukrainian,133
1/2/2024,Ukrainian,60
1/1/2024,Ukrainian,48
1/12/2023,Ukrainian,82
1/11/2023,Ukrainian,216
1/10/2023,Ukrainian,119
1/9/2023,Ukrainian,83
1/8/2023,Ukrainian,1497
1/7/2023,Ukrainian,548
1/6/2023,Ukrainian,50
1/5/2023,Ukrainian,84
1/4/2023,Ukrainian,100
1/3/2023,Ukrainian,61
1/2/2023,Ukrainian,36
1/1/2023,Ukrainian,46
1/12/2022,Ukrainian,84
1/11/2022,Ukrainian,140
1/10/2022,Ukrainian,92
1/9/2022,Ukrainian,55
1/8/2022,Ukrainian,154
1/7/2022,Ukrainian,35
1/6/2022,Ukrainian,63
1/5/2022,Ukrainian,52
1/4/2022,Ukrainian,27
1/3/2022,Ukrainian,16
1/2/2022,Ukrainian,27
1/1/2022,Ukrainian,306
1/12/2021,Ukrainian,44
1/11/2021,Ukrainian,54
1/10/2021,Ukrainian,31
1/9/2021,Ukrainian,33
1/8/2021,Ukrainian,49
1/7/2021,Ukrainian,37
1/6/2021,Ukrainian,23
1/5/2021,Ukrainian,108
1/4/2021,Ukrainian,38
1/3/2021,Ukrainian,23
1/2/2021,Ukrainian,32
1/1/2021,Ukrainian,53
1/12/2020,Ukrainian,60
1/11/2020,Ukrainian,16
1/10/2020,Ukrainian,11
1/9/2020,Ukrainian,4
1/8/2020,Ukrainian,8
1/7/2020,Ukrainian,11
1/6/2020,Ukrainian,340
1/5/2020,Ukrainian,22
1/4/2020,Ukrainian,18
1/3/2020,Ukrainian,24
1/2/2020,Ukrainian,29
1/1/2020,Ukrainian,13
1/12/2019,Ukrainian,7
1/11/2019,Ukrainian,12
1/10/2019,Ukrainian,12
1/9/2019,Ukrainian,33
1/8/2019,Ukrainian,4
1/7/2019,Ukrainian,2
1/6/2019,Ukrainian,1
1/5/2019,Ukrainian,4
1/4/2019,Ukrainian,4
1/3/2019,Ukrainian,116
1/2/2019,Ukrainian,16
1/1/2019,Ukrainian,4
1/12/2018,Ukrainian,9
1/11/2018,Ukrainian,21
1/9/2018,Ukrainian,3
1/8/2018,Ukrainian,12
1/7/2018,Ukrainian,1
1/6/2018,Ukrainian,1
1/5/2018,Ukrainian,7
1/4/2018,Ukrainian,3
1/3/2018,Ukrainian,3
1/2/2018,Ukrainian,18
1/1/2018,Ukrainian,1
1/12/2017,Ukrainian,5
1/11/2017,Ukrainian,8
1/10/2017,Ukrainian,18
1/9/2017,Ukrainian,1
1/7/2017,Ukrainian,3
1/6/2017,Ukrainian,1
1/5/2017,Ukrainian,2
1/3/2017,Ukrainian,1
1/2/2017,Ukrainian,9
1/1/2017,Ukrainian,3
1/10/2016,Ukrainian,1
1/9/2016,Ukrainian,1
1/4/2016,Ukrainian,4
1/3/2016,Ukrainian,1
1/2/2016,Ukrainian,9
1/1/2016,Ukrainian,11
1/12/2015,Ukrainian,13
1/11/2015,Ukrainian,13
1/10/2015,Ukrainian,35
1/9/2015,Ukrainian,6
1/8/2015,Ukrainian,3
1/5/2015,Ukrainian,9
1/4/2015,Ukrainian,8
1/3/2015,Ukrainian,35
1/2/2015,Ukrainian,12
1/1/2015,Ukrainian,7
1/12/2014,Ukrainian,3
1/11/2014,Ukrainian,8
1/10/2014,Ukrainian,30
1/9/2014,Ukrainian,29
1/6/2014,Ukrainian,2
1/5/2014,Ukrainian,6
1/4/2014,Ukrainian,1
1/3/2014,Ukrainian,3
1/11/2013,Ukrainian,3
1/10/2013,Ukrainian,8
1/7/2017,German,125
1/8/2017,German,64
1/9/2017,German,153
1/10/2017,German,140
1/11/2017,German,299
1/12/2017,German,95
1/1/2018,German,843
1/2/2018,German,139
1/3/2018,German,197
1/4/2018,German,158
1/5/2018,German,919
1/6/2018,German,236
1/7/2018,German,2902
1/8/2018,German,684
1/9/2018,German,144
1/10/2018,German,179
1/11/2018,German,177
1/12/2018,German,171
1/1/2019,German,193
1/2/2019,German,273
1/3/2019,German,287
1/4/2019,German,230
1/5/2019,German,283
1/6/2019,German,210
1/7/2019,German,189
1/8/2019,German,207
1/9/2019,German,697
1/10/2019,German,185
1/11/2019,German,375
1/12/2019,German,2364
1/1/2020,German,976
1/2/2020,German,362
1/3/2020,German,893
1/4/2020,German,221
1/5/2020,German,336
1/6/2020,German,492
1/7/2020,German,311
1/8/2020,German,1035
1/9/2020,German,726
1/10/2020,German,358
1/11/2020,German,404
1/12/2020,German,404
1/1/2021,German,328
1/2/2021,German,444
1/3/2021,German,507
1/4/2021,German,904
1/5/2021,German,456
1/6/2021,German,424
1/7/2021,German,369
1/8/2021,German,276
1/9/2021,German,408
1/10/2021,German,1027
1/11/2021,German,602
1/12/2021,German,347
1/1/2022,German,510
1/2/2022,German,341
1/3/2022,German,567
1/4/2022,German,265
1/5/2022,German,330
1/6/2022,German,240
1/7/2022,German,336
1/8/2022,German,336
1/9/2022,German,301
1/10/2022,German,1386
1/11/2022,German,1313
1/12/2022,German,418
1/1/2023,German,647
1/2/2023,German,629
1/3/2023,German,583
1/4/2023,German,711
1/5/2023,German,742
1/6/2023,German,859
1/7/2023,German,632
1/8/2023,German,478
1/9/2023,German,445
1/10/2023,German,519
1/11/2023,German,865
1/12/2023,German,359
1/1/2024,German,2100
1/2/2024,German,1130
1/3/2024,German,5083
1/4/2024,German,649
1/5/2024,German,2571
1/6/2024,German,561
1/7/2024,German,718
1/8/2024,German,808
1/9/2024,German,1246
1/10/2024,German,3362
1/11/2024,German,1533
1/12/2024,German,1089
1/7/2017,Korean,31
1/8/2017,Korean,7
1/9/2017,Korean,17
1/10/2017,Korean,16
1/11/2017,Korean,45
1/12/2017,Korean,19
1/1/2018,Korean,35
1/2/2018,Korean,12
1/3/2018,Korean,7
1/4/2018,Korean,28
1/5/2018,Korean,20
1/6/2018,Korean,55
1/7/2018,Korean,17
1/8/2018,Korean,10
1/9/2018,Korean,17
1/10/2018,Korean,15
1/11/2018,Korean,102
1/12/2018,Korean,24
1/1/2019,Korean,119
1/2/2019,Korean,8
1/3/2019,Korean,18
1/4/2019,Korean,90
1/5/2019,Korean,35
1/6/2019,Korean,13
1/7/2019,Korean,23
1/8/2019,Korean,86
1/9/2019,Korean,143
1/10/2019,Korean,23
1/11/2019,Korean,77
1/12/2019,Korean,77
1/1/2020,Korean,270
1/2/2020,Korean,38
1/3/2020,Korean,88
1/4/2020,Korean,32
1/5/2020,Korean,55
1/6/2020,Korean,107
1/7/2020,Korean,140
1/8/2020,Korean,146
1/9/2020,Korean,43
1/10/2020,Korean,42
1/11/2020,Korean,71
1/12/2020,Korean,109
1/1/2021,Korean,48
1/2/2021,Korean,153
1/3/2021,Korean,81
1/4/2021,Korean,275
1/5/2021,Korean,37
1/6/2021,Korean,181
1/7/2021,Korean,74
1/8/2021,Korean,63
1/9/2021,Korean,48
1/10/2021,Korean,76
1/11/2021,Korean,121
1/12/2021,Korean,73
1/1/2022,Korean,72
1/2/2022,Korean,100
1/3/2022,Korean,40
1/4/2022,Korean,62
1/5/2022,Korean,146
1/6/2022,Korean,143
1/7/2022,Korean,92
1/8/2022,Korean,107
1/9/2022,Korean,116
1/10/2022,Korean,111
1/11/2022,Korean,257
1/12/2022,Korean,58
1/1/2023,Korean,159
1/2/2023,Korean,94
1/3/2023,Korean,117
1/4/2023,Korean,177
1/5/2023,Korean,179
1/6/2023,Korean,98
1/7/2023,Korean,105
1/8/2023,Korean,253
1/9/2023,Korean,388
1/10/2023,Korean,128
1/11/2023,Korean,233
1/12/2023,Korean,231
1/1/2024,Korean,2170
1/2/2024,Korean,166
1/3/2024,Korean,779
1/4/2024,Korean,546
1/5/2024,Korean,1027
1/6/2024,Korean,597
1/7/2024,Korean,202
1/8/2024,Korean,214
1/9/2024,Korean,118
1/10/2024,Korean,192
1/11/2024,Korean,756
1/12/2024,Korean,882
